Course ID,Date Added,Collection Language,Course Title,Category,Subcategory
4202208,2021-12-15,EN,"Create web app with Angular 12, .NET Core Web API & Mongo DB",Development,Web Development
4263496,2021-12-15,ES,ASP NET Core Unit Test | NUnit y XUnit | Visual Studio 2022,Development,Web Development
4226984,2021-12-15,EN,Warehouse Management in Logistics & Supply Chain Management,Project Management & Operations,Operations Management
2003226,2021-12-15,EN,Part 1 Enterprise Architect 9.2 in Arabic توجاف الجزء الأول,Development,Software Engineering
2355986,2021-12-15,ES,PROGRAMACIÓN DE BASE DE DATOS ORACLE CON JAVA JDBC,Development,Software Engineering
4297574,2021-12-14,KR,【글로벌 Best】 The Web Developer 부트캠프 2022 (,Development,Web Development
4305109,2021-12-14,KR,【글로벌 Best】 Git & Github 부트캠프 (한글자막),Development,Development Tools
4354694,2021-12-14,KR,한입 크기로 잘라 먹는 리액트(React.js),Development,Web Development
4312920,2021-12-14,KR,알고리즘 코딩 테스트 입문부터 합격까지,Development,Software Engineering
4390834,2021-12-14,KR,하루 10분으로 끝내는 실전 포토샵 Photoshop,Design,Design Tools
4279194,2021-12-14,KR,토익스피킹 실전강의 (목표: 레벨6/7),Personal Development,Language Learning
4374792,2021-12-14,KR,팀 사업계획 수립 및 KPI 도출 방법 (기본),Leadership & Management,Strategy
1806984,2021-12-14,KR,글로벌 커리어 디자인하기,Development,Software Engineering
4385834,2021-12-14,KR,웹툰 영어 유미의 세포들 구웅편,Personal Development,Language Learning
4305107,2021-12-14,KR,【글로벌 Best】 MySQL 완벽 부트캠프 (한글 자막),Development,Database Design & Development
4294150,2021-12-14,KR,【글로벌 Best】 딥 러닝 완벽 핵심가이드 : 인공 신경망 실습 (한글,Data Science,Machine Learning
4404269,2021-12-14,KR,열심히 이든쌤 기초 영어 회화,Personal Development,Language Learning
4385832,2021-12-14,KR,웹툰 영어 유미의 세포들 우기편,Personal Development,Language Learning
4385838,2021-12-14,KR,웹툰 영어 유미의 세포들 바비편,Personal Development,Language Learning
4276560,2021-12-14,KR,입이 트이는 러시아어 배우기,Personal Development,Language Learning
4250590,2021-12-14,KR,"【글로벌 Best】 30일만에 업무 능력, 집중도, 행복도 높이는 법 (",Personal Development,Personal Growth
4381268,2021-12-14,KR,개인의 행복과 조직의 성장을 이끄는 긍정리더십,Leadership & Management,Leadership
4254668,2021-12-14,KR,【글로벌 Best】 Microsoft 엑셀 매크로 (Macros) 및 V,Office Productivity,Spreadsheets
4367352,2021-12-14,KR,메타버스로 돈 버는 법,Development,Software Engineering
4236928,2021-12-14,KR,Microsoft Teams 사용자 교육,Office Productivity,Collaboration
4370672,2021-12-14,KR,스피치 커뮤니케이션,Leadership & Management,Communication
4318046,2021-12-14,KR,메타버스 게더타운 스페이스 만들기,Cloud Computing,Cloud Development
4313098,2021-12-14,KR,ASP.NET CORE 페이징 컨트롤 제작 메뉴얼,Development,Web Development
4236786,2021-12-14,KR,【글로벌 Best】 PySpark 로 빅 데이터 분석! Spark 와 P,Data Science,Big Data
4388644,2021-12-14,KR,실무에서 바로 쓰는 PPT 기획서 작성 꿀팁 !,Office Productivity,Presentations
4259886,2021-12-14,KR,Microsoft Teams 화상회의와 세미나 진행을 위한 Meeting,Office Productivity,Collaboration
4278408,2021-12-14,KR,【글로벌 Best】 머신 러닝 & AI 로 추천 시스템 구축하기 (한글자,Data Science,Machine Learning
4251348,2021-12-14,KR,여러명이 동시에 작업 가능한 구글 스프레드 시트 100% 활용방법,Office Productivity,Spreadsheets
4390360,2021-12-14,KR,【글로벌 Best】 PMP 시험 단기 완성 - 2021년 PMP 시험 개,Project Management & Operations,Project Management Certifications
4393364,2021-12-14,KR,【글로벌 Best】 Data Science 와 BI 를 위한 Qlik S,Data Science,Analytics
4324660,2021-12-14,KR,【글로벌 Best】 Product Manager 되기: 제품 관리 기술,Project Management & Operations,Project Management Tools
4254670,2021-12-14,KR,【글로벌 Best】 Microsoft 엑셀 데이터 분석 및 대시보드 보고,Office Productivity,Spreadsheets
4217450,2021-12-14,KR,데이터 분석 필수 과정!  MS SQL 로 실무 적용하기,IT Operations,Operating Systems & Servers
4277544,2021-12-14,KR,미쿡식 영어발음 교정,Personal Development,Language Learning
4206714,2021-12-14,KR,쉽게 배우는 JavaScript 알고리즘 입문,Development,Programming Languages
4187658,2021-12-14,KR,Kotlin(코틀린) 제대로 배우기 (입문-중급),Development,Mobile Development
3710676,2021-12-14,EN,The Complete Introduction to Azure Sentinel [SIEM],Development,Development Tools
3356662,2021-12-14,EN,Beginners Guide To Business Presentations And Powerpoint,Office Productivity,Presentations
2763554,2021-12-14,EN,Alteryx Designer Core Certification + Practice Tests-9 Hours,Development,Development Tools
1412340,2021-12-14,EN,Demystifying Bitwise Operations In C,Development,Programming Languages
2051361,2021-12-14,EN,Linux Kernel Programming - IPC b/w Userspace and KernelSpace,IT Operations,Operating Systems & Servers
3700400,2021-12-14,PT,"Curso completo de HTML, CSS e SASS. [Do básico ao avançado!]",Development,Web development
864146,2021-12-13,EN,Agile Crash Course: Agile Project Management; Agile Delivery,Project Management & Operations,Agile & Scrum
2875974,2021-12-13,EN,Employee Onboarding Crash-Course | An Intro To Onboarding,Workplace & Human Resources,Human Resources Fundamentals
1540800,2021-12-13,EN,One Day Management & Leadership for New Manager,Leadership & Management,Leadership
1539400,2021-12-13,EN,Become a Product Marketing Manager | Product Management,Marketing,Marketing Strategy
2047367,2021-12-13,EN,Product Marketing for Technology Companies,Marketing,Marketing Strategy
2624288,2021-12-13,EN,HubSpot CRM (Pro) : Create Sales & Mkt. Automation Workflow,Marketing,Marketing Analytics & Automation
4433038,2021-12-13,EN,"Communications for New Managers
",Leadership & Management,Communication
4427730,2021-12-13,EN,React Front To Back 2022,Development,Web Development
2516506,2021-12-13,EN,Complete 2-in-1 Python for Business and Finance Bootcamp,Data Science,Analytics
1501104,2021-12-13,EN,JavaScript: The Advanced Concepts (2022 Update),Development,Programming Languages
4408948,2021-12-13,FR,Growth mindset : Le guide complet,Personal Development,Personal Growth
497980,2021-12-13,EN,Become a Pro Gamer (eSports Athlete)	,Development,Game Development
4247910,2021-12-13,PT,Curso Completo Adobe Photoshop 2022 - Básico ao Avançado,Design,Graphic Design
4261280,2021-12-13,PT,Liderança e Gestão de Pessoas | Formação COMPLETA + 5 Extras,Leadership & Management,Leadership
2641124,2021-12-13,PT,Microsoft Excel | O Guia COMPLETO + 3 Cursos EXTRAS,Office Productivity,Spreadsheets
4111836,2021-12-13,PT,Microsoft Power BI COMPLETO: Projetos Profissionais + DAX,Data Science,Data Visualization
4265268,2021-12-12,EN,Microservices Contract Testing with Pact,Development,Software Testing
3538620,2021-12-11,EN,A Comprehensive Guide to Safeguarding Children,Workplace & Human Resources,Work Safety
3496080,2021-12-11,EN,Safeguarding Children Level One,Workplace & Human Resources,Work Safety
3962460,2021-12-11,EN,GCP Associate Cloud Engineer Certification : Google Cloud,IT Operations,IT Certifications
3887956,2021-12-10,JP,【UBご利用企業向け】オンラインセミナーアーカイブ,Workplace & Human Resources,Learning & Development
4368522,2021-12-10,EN,Building Visibility in the Remote & Hybrid Workplace,Leadership & Management,Leadership
3008812,2021-12-10,EN,PMI-ACP Certification Exam Prep 21 PDU Course. FULL TRAINING,Project Management & Operations,Project Management Certifications
2533824,2021-12-10,PT,Formação de Auditor Interno - ISO 9001:2015,Project Management & Operations,Operations Management
3777476,2021-12-10,EN,SAP Analytics Cloud - Master Class,Data Science,Analytics
3784596,2021-12-10,EN,Microsoft MS-700 Exam 2021 (Updated Question 2021 NEW!),IT Operations,IT Certifications
2460442,2021-12-10,EN,The Complete iOS 15 / iOS 14 Developer Course - and SwiftUI!,Development,Mobile Development
2518086,2021-12-10,EN,Performance Testing Using Locust 1.0,Development,Software Testing
2484706,2021-12-10,EN,The Design and Analysis of Algorithm Masterclass [ 2021],Development,Programming Languages
1172716,2021-12-09,EN,"Personal Income Tax in Canada",Personal Development,Life Skills
2977674,2021-12-09,EN,"Learn Robot Studio",Development,Development Tools
4140050,2021-12-09,EN,"Microsoft Power BI Certification: DA-100 Exam Prep",IT Operations,IT Certifications
3861644,2021-12-09,EN,Webflow For Beginners: How To Use Webflow,Development,Web Development
1355040,2021-12-09,EN,iOS 11 & Objective-C - Complete Developer Course,Development,Mobile Development
2750862,2021-12-09,EN,C++ Unit Testing: Google Test and Google Mock,Development,Software Testing
2808981,2021-12-08,EN,Introduction to @RISK. Monte Carlo Simulation addin on Excel,Data Science,Analytics
2914206,2021-12-08,TR,STM32 ile A'dan Z'ye Gömülü Sistemler(Embedded Systems),IT Operations,Hardware
2021224,2021-12-08,EN,"Java Messaging Service - Spring MVC, Spring Boot, ActiveMQ",Development,Web Development
3294528,2021-12-08,DE,"Verstehe, was deine Kinder motiviert - Lernen mit Kindern
",Personal Development,Life Skills
3730150,2021-12-08,EN,Advanced Kalman Filtering and Sensor Fusion,Data Science,Machine Learning
2021042,2021-12-08,EN,Introduction to Heat Transfer Engineering - RAHHT1 Rahsoft,Personal Development,Hobbies
2124324,2021-12-08,EN,Rhino 3D V6 ( or V5 ) Level 2 Ship Surfacing,Design,Design Tools
4195724,2021-12-08,EN,Inkscape for Scientists and Engineers,Design,Design Tools
4327232,2021-12-07,EN,OpenStack and NFV (TelcoCloud),Cloud Computing,Cloud Development
4251482,2021-12-07,EN,"Apache Spark 3 - Beyond Basics and Cracking Job Interviews",Data Science,Big Data
2680132,2021-12-07,EN,Master Storyboard Skills for Commercials & Video Games,Design,Design Tools
1671762,2021-12-07,EN,"Ultimate Simple Guide to Rocket Science",Personal Development,Hobbies
1422032,2021-12-07,EN,"Fundamentals of Rocket Science, with Falcon 9",Personal Development,Hobbies
4043278,2021-12-07,EN,Lithium Battery Technology for Electric Vehicle - Advanced,IT Operations,Hardware
2633820,2021-12-07,EN,"Ultimate Electrical machines|AC/DC motor drive|VFD|MATLAB
",IT Operations,Hardware
3954446,2021-12-07,EN,ClickUp Project Management - The Complete Beginners Course,Project Management & Operations,Project Management Tools
2267866,2021-12-07,EN,Introduction to MicroPython using the Pyboard,IT Operations,Hardware
2543067,2021-12-06,DE,Lowpoly Leveldesign lernen mit Blender und Unity,Design,3D & Animation
3819636,2021-12-06,DE,Doppelte Buchhaltung,Finance & Accounting,Accounting
3051118,2021-12-06,DE,Kostenrechnung,Finance & Accounting,Accounting
4010594,2021-12-06,DE,Grundlagen | Agile & Digitale Transformation | 5+12 Konzepte,Project Management & Operations,Agile & Scrum
3597946,2021-12-06,DE,Agiles Anforderungsmanagement für Nicht-IT-Menschen,Project Management & Operations,Agile & Scrum
2580330,2021-12-06,DE,Hybrides Projektmanagement: Scrum und Wasserfall vereint!,Project Management & Operations,Agile & Scrum
352820,2021-12-06,DE,Scrum: agiles Projektmanagement für Anwender,Project Management & Operations,Agile & Scrum
1992214,2021-12-06,DE,Agiles Arbeiten mit Scrum - Vom Einsteiger zum Experten,Project Management & Operations,Agile & Scrum
1506570,2021-12-06,DE,Prozessmodellierung mit BPMN 2.0 Vom Einsteiger zum Experten,Data Science,Analytics
1121326,2021-12-06,DE,Drohnen: Dein Guide zu großartiger Videografie & Fotografie,Personal Development,Arts & Creativity
1570950,2021-12-06,DE,Kreatives Schreiben: Plotten wie ein Profi - Roman schreiben,Personal Development,Arts & Creativity
2003566,2021-12-06,DE,QGIS-Analyst,Data Science,Big Data
3212337,2021-12-06,DE,Microsoft Power Automate - Erste Schritte,Office Productivity,Collaboration
1406602,2021-12-06,DE,MindManager Basics,Office Productivity,Collaboration
1725910,2021-12-06,DE,"Das eigene Wiki für Dokumentation, etc. mit DokuWiki",Office Productivity,Collaboration
3665992,2021-12-06,DE,Wir müssen reden: Tipps & Techniken für Deine Kommunikation,Leadership & Management,Communication
3885582,2021-12-06,DE,Körpersprache: Nonverbale Kommunikation für mehr Erfolg,Leadership & Management,Communication
3277200,2021-12-06,DE,PowerPoint für Profis – Erfolgreich mit Präsentationsfolien,Leadership & Management,Communication
3269098,2021-12-06,DE,Kommunikative Konfrontation - So setzt Du Dich durch.,Leadership & Management,Communication
1061662,2021-12-06,DE,Sprechtraining für Anfänger: Sprechen lernen wie ein Profi,Leadership & Management,Communication
1967308,2021-12-06,DE,Die Schatzkiste der Kommunikation,Leadership & Management,Communication
3095276,2021-12-06,DE,"Copywriting - Schreib Texte, die verkaufen",Marketing,Content Marketing
2775928,2021-12-06,DE,Die Schreibwerkstatt,Marketing,Content Marketing
3105672,2021-12-06,DE,So schreiben Sie erfolgreiche Newsletter,Marketing,Content Marketing
1964086,2021-12-06,DE,Einführung in Microsoft Power BI Desktop,Data Science,Data Visualization
2883164,2021-12-06,DE,Microsoft Power BI Grundlagen Workshop (Deutsch),Data Science,Data Visualization
278617,2021-12-06,DE,Access im Beruf sinnvoll nutzen,IT Operations,Database Administration
3911138,2021-12-06,DE,MongoDB in 60 Minuten,Development,Database Design & Development
3072680,2021-12-06,DE,SQL für Data Analytics mit T-SQL: Der Komplettkurs,Development,Database Design & Development
3704012,2021-12-06,DE,Realtime Visualisierung in der Unreal Engine,Design,Design Tools
3265298,2021-12-06,DE,WordPress 2021 vom Anfänger zum Profi,Development,Web Development
2281826,2021-12-06,DE,Git Komplettkurs Visualisiert und verständlich mit Gitkraken,Development,Development Tools
3601994,2021-12-06,DE,Online Marketing Masterkurs | Ultimatives A-Z Marketing Kurs,Marketing,Digital Marketing
1400470,2021-12-06,DE,Strategisches Content Marketing,Marketing,Content Marketing
3280468,2021-12-06,DE,Die perfekte Landingpage,Marketing,Digital Marketing
3668458,2021-12-06,DE,LinkedIn Marketing Meisterkurs: Der Komplette LinkedIn Kurs,Marketing,Social Media Marketing
3169548,2021-12-06,DE,Kundenakquise im Internet: Der Komplette A-Z Marketing Kurs,Marketing,Digital Marketing
3357912,2021-12-06,DE,Zeitmanagement und Produktivität mit Microsoft Outlook,Office Productivity,Email & Productivity
1925034,2021-12-06,DE,"LaTeX - Professionelle Texte, Präsentationen & Publikationen",Office Productivity,Email & Productivity
951866,2021-12-06,DE,Umfassender MBA Kurs: Preisgekrönter Professor aus USA,Leadership & Management,Management
3441608,2021-12-06,DE,Haushaltsbuch in Excel,Finance & Accounting,Finance Fundamentals
2548073,2021-12-06,DE,Reporting,Finance & Accounting,Finance Fundamentals
4218176,2021-12-06,DE,Der komplette Unity 2021 Kurs - Werde C# Spieleentwickler,Development,Game Development
1207804,2021-12-06,DE,Erstelle eigene VR Games mit Unity und Blender,Development,Game Development
2324708,2021-12-06,DE,Unreal Engine - Spieleentwicklung mit Blueprints,Development,Game Development
2855598,2021-12-06,DE,Unity 3D Anfänger Kurs komplett ohne Vorwissen,Development,Game Development
1547672,2021-12-06,DE,Kompletter ARCore & ARKit Spieleentwickler Augmented Reality,Development,Game Development
4219610,2021-12-06,DE,Technische Analyse – Praxisnah erklärt,Finance & Accounting,Investing & Trading
2627764,2021-12-06,DE,Einführung in Berechnungen mit Calculate in Power BI Desktop,Data Science,Data Visualization
2249880,2021-12-06,DE,Effizientes Arbeiten mit Microsoft Power BI Desktop,Data Science,Data Visualization
3940718,2021-12-06,DE,Business English | Business Englisch für Deutsche,Personal Development,Language Learning
3864420,2021-12-06,DE,Englisch für Fortgeschrittene (B1),Personal Development,Language Learning
3903824,2021-12-06,DE,Französisch für Anfänger (A1) | Französisch lernen,Personal Development,Language Learning
1783290,2021-12-06,DE,German grammatical cases -  intensive training,Personal Development,Language Learning
2988176,2021-12-06,DE,Sprachen lernen - Mit 15 Minuten am Tag akzentfrei sprechen,Personal Development,Language Learning
2153864,2021-12-06,DE,Deutsch B2 - Deutsch für Fortgeschrittene,Personal Development,Language Learning
3499094,2021-12-06,DE,Deutsch - Klare Kommunikation  A2-C1,Personal Development,Language Learning
2728932,2021-12-06,DE,Almanca Öğretiyoruz A1 konuları,Personal Development,Language Learning
2486510,2021-12-06,DE,Almanca Orta Düzey A1.2 Kursu,Personal Development,Language Learning
720462,2021-12-06,DE,Menschen lesen und diplomatisch verhandeln mit System,Leadership & Management,Leadership
3988178,2021-12-06,DE,Neu als Führungskraft - Von Anfang an richtig führen,Leadership & Management,Management
3123774,2021-12-06,DE,Life Coaching Tool: Mindset für Glück und Erfolg,Personal Development,Personal Growth
2587540,2021-12-06,DE,Management,Leadership & Management,Management
1146320,2021-12-06,DE,Google Analytics Grundlagen,Marketing,Marketing Analytics & Automation
1030750,2021-12-06,DE,E-Mail Marketing mit Klick-Tipp,Marketing,Marketing Analytics & Automation
4217730,2021-12-06,DE,Flutter leicht gemacht - richtige App-Entwicklung 2021,Development,Mobile Development
3621304,2021-12-06,DE,Ultimativer Android Java Kurs für Beginner,Development,Mobile Development
1772150,2021-12-06,DE,Flutter Anfänger Tutorial - Baue Apps für Android & IOS,Development,Mobile Development
2262470,2021-12-06,DE,KNX/ETS - Fibel,IT Operations,Network & Security
1986332,2021-12-06,DE,Metasploit Framework Basics (Ethical Hacking),IT Operations,Network & Security
1464904,2021-12-06,DE,SAP BI Berechtigungen sind einfach,IT Operations,Network & Security
